0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.003278,0.002792,0.000953,0.000129,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000
0.011597,0.009612,0.003208,0.000427,0.000022,0.000000,0.000000,0.000000,0.000000,0.000000
0.018062,0.014322,0.004603,0.000594,0.000030,0.000001,0.000000,0.000000,0.000000,0.000000
0.012900,0.009662,0.002943,0.000361,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000
0.004255,0.003015,0.000866,0.000100,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000
0.000626,0.000426,0.000117,0.000013,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000039,0.000026,0.000007,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
