0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.019479,0.047984,0.050599,0.022760,0.004295,0.000332,0.000010,0.000000,0.000000,0.000000
0.014839,0.037914,0.041434,0.019216,0.003712,0.000292,0.000009,0.000000,0.000000,0.000000
0.004577,0.012137,0.013717,0.006536,0.001288,0.000102,0.000003,0.000000,0.000000,0.000000
0.000568,0.001561,0.001819,0.000887,0.000178,0.000014,0.000000,0.000000,0.000000,0.000000
0.000028,0.000080,0.000095,0.000047,0.000010,0.000001,0.000000,0.000000,0.000000,0.000000
0.000001,0.000002,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
