0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000792,0.000434,0.000094,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003160,0.001730,0.000376,0.000032,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.005006,0.002740,0.000595,0.000051,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.003160,0.001730,0.000376,0.000032,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000792,0.000434,0.000094,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000078,0.000043,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000003,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
