0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.013640,0.015940,0.007420,0.001368,0.000099,0.000003,0.000000,0.000000,0.000000,0.000000
0.010569,0.012352,0.005750,0.001060,0.000077,0.000002,0.000000,0.000000,0.000000,0.000000
0.003257,0.003806,0.001772,0.000327,0.000024,0.000001,0.000000,0.000000,0.000000,0.000000
0.000396,0.000463,0.000215,0.000040,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000
0.000019,0.000022,0.000010,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
