0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.001168,0.000656,0.000146,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003969,0.002230,0.000497,0.000044,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.005360,0.003011,0.000671,0.000059,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.002884,0.001620,0.000361,0.000032,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000615,0.000346,0.000077,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000052,0.000029,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
