0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.001590,0.001108,0.000307,0.000034,0.000001,0.000000,0.000000,0.000000,0.000000,-0.000000
0.005949,0.004147,0.001149,0.000125,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000
0.008845,0.006166,0.001708,0.000186,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000
0.005240,0.003653,0.001012,0.000110,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000
0.001232,0.000859,0.000238,0.000026,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000114,0.000079,0.000022,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000004,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
