0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000157,0.000072,0.000013,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001158,0.000529,0.000096,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003381,0.001545,0.000280,0.000020,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.003929,0.001795,0.000325,0.000023,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.001819,0.000831,0.000150,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000333,0.000152,0.000028,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000024,0.000011,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
