0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.011775,0.021736,0.015988,0.004675,0.000539,0.000024,0.000000,0.000000,0.000000,0.000000
0.011518,0.021261,0.015638,0.004572,0.000527,0.000024,0.000000,0.000000,0.000000,0.000000
0.004485,0.008279,0.006090,0.001781,0.000205,0.000009,0.000000,0.000000,0.000000,0.000000
0.000691,0.001275,0.000938,0.000274,0.000032,0.000001,0.000000,0.000000,0.000000,0.000000
0.000042,0.000077,0.000056,0.000017,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
