0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.012496,0.019697,0.012373,0.003086,0.000303,0.000012,0.000000,0.000000,0.000000,0.000000
0.012288,0.019369,0.012167,0.003035,0.000298,0.000011,0.000000,0.000000,0.000000,0.000000
0.004811,0.007583,0.004763,0.001188,0.000117,0.000004,0.000000,0.000000,0.000000,0.000000
0.000745,0.001174,0.000737,0.000184,0.000018,0.000001,0.000000,0.000000,0.000000,0.000000
0.000045,0.000071,0.000045,0.000011,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
