0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.013400,0.019766,0.011619,0.002711,0.000249,0.000009,0.000000,0.000000,0.000000,0.000000
0.011495,0.016957,0.009968,0.002326,0.000213,0.000008,0.000000,0.000000,0.000000,0.000000
0.003924,0.005788,0.003402,0.000794,0.000073,0.000003,0.000000,0.000000,0.000000,0.000000
0.000529,0.000780,0.000459,0.000107,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000
0.000028,0.000041,0.000024,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
