0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.009627,0.012989,0.006982,0.001489,0.000125,0.000004,0.000000,0.000000,0.000000,0.000000
0.014165,0.019110,0.010273,0.002190,0.000183,0.000006,0.000000,0.000000,0.000000,0.000000
0.008305,0.011205,0.006024,0.001284,0.000108,0.000003,0.000000,0.000000,0.000000,0.000000
0.001933,0.002607,0.001402,0.000299,0.000025,0.000001,0.000000,0.000000,0.000000,0.000000
0.000177,0.000239,0.000128,0.000027,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.000006,0.000008,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
