0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000679,0.000449,0.000118,0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003634,0.002404,0.000632,0.000065,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000
0.007704,0.005096,0.001339,0.000139,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000
0.006505,0.004303,0.001131,0.000117,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000
0.002185,0.001445,0.000380,0.000039,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.000290,0.000192,0.000050,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000015,0.000010,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
