0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.001034,0.002694,0.002795,0.001155,0.000189,0.000012,0.000000,0.000000,0.000000,0.000000
0.005058,0.013185,0.013681,0.005653,0.000924,0.000059,0.000001,0.000000,0.000000,0.000000
0.009815,0.025583,0.026545,0.010968,0.001793,0.000115,0.000003,0.000000,0.000000,0.000000
0.007588,0.019778,0.020522,0.008479,0.001386,0.000089,0.000002,0.000000,0.000000,0.000000
0.002333,0.006080,0.006309,0.002607,0.000426,0.000027,0.000001,0.000000,0.000000,0.000000
0.000283,0.000737,0.000765,0.000316,0.000052,0.000003,0.000000,0.000000,0.000000,0.000000
0.000013,0.000035,0.000036,0.000015,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
