0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.014608,0.037555,0.040491,0.018272,0.003411,0.000259,0.000008,0.000000,0.000000,0.000000
0.019273,0.049550,0.053424,0.024108,0.004500,0.000341,0.000010,0.000000,0.000000,0.000000
0.010132,0.026049,0.028085,0.012674,0.002366,0.000179,0.000005,0.000000,0.000000,0.000000
0.002112,0.005430,0.005855,0.002642,0.000493,0.000037,0.000001,0.000000,0.000000,0.000000
0.000173,0.000444,0.000479,0.000216,0.000040,0.000003,0.000000,0.000000,0.000000,0.000000
0.000005,0.000014,0.000015,0.000007,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
