0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000475,0.000439,0.000171,0.000027,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.004200,0.003879,0.001508,0.000241,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000
0.014633,0.013516,0.005254,0.000840,0.000054,0.000001,0.000000,0.000000,0.000000,0.000000
0.020264,0.018718,0.007275,0.001163,0.000075,0.000002,0.000000,0.000000,0.000000,0.000000
0.011182,0.010329,0.004015,0.000642,0.000041,0.000001,0.000000,0.000000,0.000000,0.000000
0.002448,0.002261,0.000879,0.000141,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000
0.000210,0.000194,0.000076,0.000012,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000007,0.000006,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
