0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.001733,0.002282,0.001281,0.000294,0.000027,0.000001,0.000000,0.000000,0.000000,0.000000
0.009086,0.011597,0.006412,0.001462,0.000133,0.000005,0.000000,0.000000,0.000000,0.000000
0.019120,0.023517,0.012762,0.002887,0.000262,0.000009,0.000000,0.000000,0.000000,0.000000
0.016269,0.019163,0.010160,0.002274,0.000206,0.000007,0.000000,0.000000,0.000000,0.000000
0.005600,0.006276,0.003234,0.000714,0.000064,0.000002,0.000000,0.000000,0.000000,0.000000
0.000775,0.000822,0.000409,0.000089,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000
0.000043,0.000043,0.000020,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
