0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000343,0.000259,0.000078,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002633,0.001990,0.000598,0.000071,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000
0.007981,0.006032,0.001813,0.000215,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000
0.009625,0.007275,0.002186,0.000259,0.000012,0.000000,0.000000,0.000000,0.000000,0.000000
0.004625,0.003495,0.001050,0.000124,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000
0.000880,0.000665,0.000200,0.000024,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000066,0.000050,0.000015,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
