0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000060,0.000029,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0.000659,0.000316,0.000060,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002835,0.001358,0.000258,0.000019,0.000001,0.000000,0.000000,0.000000,0.000000,-0.000000
0.004852,0.002317,0.000440,0.000033,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.003317,0.001580,0.000299,0.000022,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000904,0.000429,0.000081,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000097,0.000046,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000004,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
