0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.009101,0.015473,0.010484,0.002822,0.000299,0.000012,0.000000,0.000000,0.000000,0.000000
0.013533,0.023009,0.015590,0.004197,0.000445,0.000018,0.000000,0.000000,0.000000,0.000000
0.008019,0.013634,0.009238,0.002487,0.000264,0.000011,0.000000,0.000000,0.000000,0.000000
0.001886,0.003207,0.002173,0.000585,0.000062,0.000003,0.000000,0.000000,0.000000,0.000000
0.000174,0.000297,0.000201,0.000054,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000
0.000006,0.000011,0.000007,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
