0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.008605,0.022734,0.023909,0.010013,0.001659,0.000108,0.000003,0.000000,0.000000,0.000000
0.009027,0.023849,0.025081,0.010504,0.001741,0.000113,0.000003,0.000000,0.000000,0.000000
0.003771,0.009963,0.010477,0.004388,0.000727,0.000047,0.000001,0.000000,0.000000,0.000000
0.000623,0.001647,0.001732,0.000725,0.000120,0.000008,0.000000,0.000000,0.000000,0.000000
0.000040,0.000107,0.000112,0.000047,0.000008,0.000001,0.000000,0.000000,0.000000,0.000000
0.000001,0.000003,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
