0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.003542,0.002407,0.000650,0.000069,0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000
0.007944,0.005399,0.001458,0.000155,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000
0.007098,0.004824,0.001303,0.000139,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000
0.002524,0.001715,0.000463,0.000049,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.000354,0.000241,0.000065,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000019,0.000013,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
