0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.005896,0.020596,0.028595,0.015820,0.003472,0.000299,0.000010,0.000000,0.000000,0.000000
0.006618,0.023117,0.032095,0.017756,0.003897,0.000336,0.000011,0.000000,0.000000,0.000000
0.002959,0.010335,0.014348,0.007938,0.001742,0.000150,0.000005,0.000000,0.000000,0.000000
0.000524,0.001829,0.002540,0.001405,0.000308,0.000027,0.000001,0.000000,0.000000,0.000000
0.000036,0.000127,0.000176,0.000097,0.000021,0.000002,0.000000,0.000000,0.000000,0.000000
0.000001,0.000003,0.000005,0.000003,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
