0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.009870,0.024900,0.025010,0.010002,0.001582,0.000098,0.000002,0.000000,0.000000,0.000000
0.008410,0.021218,0.021312,0.008523,0.001348,0.000083,0.000002,0.000000,0.000000,0.000000
0.002851,0.007193,0.007225,0.002890,0.000457,0.000028,0.000001,0.000000,0.000000,0.000000
0.000382,0.000963,0.000967,0.000387,0.000061,0.000004,0.000000,0.000000,0.000000,0.000000
0.000020,0.000050,0.000051,0.000020,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
