0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000039,0.000018,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000380,0.000176,0.000032,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001478,0.000684,0.000126,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002281,0.001057,0.000194,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001403,0.000650,0.000119,0.000009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000343,0.000159,0.000029,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000033,0.000015,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
