0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.011516,0.025621,0.022823,0.008102,0.001137,0.000062,0.000001,0.000000,0.000000,0.000000
0.009325,0.019024,0.016526,0.005826,0.000816,0.000045,0.000001,0.000000,0.000000,0.000000
0.007105,0.008109,0.005356,0.001722,0.000235,0.000013,0.000000,0.000000,0.000000,0.000000
0.009322,0.005985,0.001802,0.000305,0.000030,0.000001,0.000000,0.000000,0.000000,0.000000
0.009225,0.005380,0.001260,0.000121,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000
0.005407,0.003071,0.000693,0.000062,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.001614,0.000907,0.000202,0.000018,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000211,0.000118,0.000026,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000011,0.000006,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
