0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.001348,0.001402,0.000581,0.000095,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000
0.006656,0.006923,0.002868,0.000470,0.000030,0.000001,0.000000,0.000000,0.000000,0.000000
0.013032,0.013555,0.005614,0.000920,0.000059,0.000001,0.000000,0.000000,0.000000,0.000000
0.010166,0.010574,0.004380,0.000718,0.000046,0.000001,0.000000,0.000000,0.000000,0.000000
0.003154,0.003280,0.001359,0.000223,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000
0.000386,0.000401,0.000166,0.000027,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.000018,0.000019,0.000008,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
