0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000023,0.000020,0.000007,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000435,0.000374,0.000127,0.000017,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.003231,0.002771,0.000946,0.000127,0.000007,0.000000,0.000000,0.000000,0.000000,0.000000
0.009465,0.008119,0.002771,0.000374,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000
0.011033,0.009465,0.003231,0.000435,0.000023,0.000000,0.000000,0.000000,0.000000,0.000000
0.005123,0.004395,0.001500,0.000202,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000
0.000942,0.000808,0.000276,0.000037,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
0.000068,0.000058,0.000020,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000002,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
