0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000046,0.001147,0.011159,0.042743,0.065035,0.039434,0.009492,0.000899,0.000033,0.000000
0.000031,0.000787,0.007662,0.029350,0.044657,0.027077,0.006518,0.000617,0.000023,0.000000
0.000009,0.000215,0.002091,0.008008,0.012184,0.007388,0.001778,0.000168,0.000006,0.000000
0.000001,0.000023,0.000225,0.000861,0.001309,0.000794,0.000191,0.000018,0.000001,0.000000
0.000000,0.000001,0.000009,0.000036,0.000055,0.000033,0.000008,0.000001,0.000000,0.000000
0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
