0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000117,0.002238,0.016731,0.049391,0.058009,0.027140,0.005030,0.000365,0.000010,0.000000
0.000096,0.001564,0.011651,0.034392,0.040393,0.018898,0.003502,0.000254,0.000007,0.000000
0.000183,0.000501,0.003236,0.009517,0.011177,0.005229,0.000969,0.000070,0.000002,0.000000
0.000708,0.000352,0.000404,0.001041,0.001218,0.000570,0.000106,0.000008,0.000000,0.000000
0.001228,0.000534,0.000106,0.000050,0.000052,0.000024,0.000004,0.000000,0.000000,0.000000
0.000852,0.000369,0.000063,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000235,0.000102,0.000017,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000025,0.000011,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
