0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000037,0.000984,0.010035,0.040276,0.064192,0.040771,0.010284,0.001021,0.000039,0.000001
0.000030,0.000782,0.007981,0.032035,0.051057,0.032428,0.008179,0.000812,0.000031,0.000000
0.000009,0.000247,0.002525,0.010134,0.016151,0.010258,0.002587,0.000257,0.000010,0.000000
0.000001,0.000031,0.000315,0.001265,0.002016,0.001280,0.000323,0.000032,0.000001,0.000000
0.000000,0.000002,0.000015,0.000062,0.000098,0.000062,0.000016,0.000002,0.000000,0.000000
0.000000,0.000000,0.000000,0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
