0, 1, 2, 3, 4, 5, 6, 7, 8, 9
0.000537,0.006238,0.028561,0.051874,0.037544,0.010800,0.001224,0.000054,0.000001,0.000000
0.000445,0.004801,0.021920,0.039808,0.028811,0.008288,0.000940,0.000041,0.000001,0.000000
0.000405,0.001581,0.006708,0.012148,0.008791,0.002529,0.000287,0.000013,0.000000,0.000000
0.000918,0.000566,0.000871,0.001466,0.001058,0.000304,0.000035,0.000002,0.000000,0.000000
0.001162,0.000509,0.000123,0.000074,0.000050,0.000014,0.000002,0.000000,0.000000,0.000000
0.000595,0.000257,0.000045,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000121,0.000052,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000010,0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
